Tweets,Domain,Label
 مغفلون سذج يظنون أن الحملات والمقاطعة بالهاشتاقات والتغريدات والشعارات والكلام فقط عندما تصل الأمور إلى الأفعال وترتبط بكسب الأموال هنا يظهر معدنك أيها المنبطح عديم ماء الوجه على أية حال هنيئا لكم انحطاطك بالتعاون مع من لا يأبه لدينك وتقاليدك ومعتقداتك ,Gaming,bullying
" كانت ستقام بطولة للعبة في دولة الإمارات ، ولكن بسبب ضغط فئة قليلة من المتلونين، أعلنت عن عدم إقامة البطولة خوفًا على سلامة القادمين للإمارات من هذه الفئة، في إشارة إلى أن دولة الإمارات غير آمنة ولن تحمي أي زائر لأراضيها وهذه هي المشكلة ",Gaming,Non-bullying
" موضوع مقاطعة بدأ بطريقة حضارية ومحترمة وكانت أسبابه واضحة وأهدافه معروفة، ولكن هناك من المتحمسين الذين لم يعرفوا سبب الحملة هذه إلا بعد ظهور صور تفاحة متلونة تؤيد أفعالهم، لما بدأت أشاهد أن أساس الحملة تغير لابد من كتابة أسبابها حتى يفهم الجميع السبب ولايخطئ ",Gaming,Non-bullying
 لا زال سالم وأمثاله ينتظر اعتذار شركتنا الفرنسية العظمى لا يعلم أن مشاهير اللاعبين العرب عادوا يلعقون أحذيتنا ,Gaming,Non-bullying
 يظن مهند أنه صديقنا ونه قدم عملا جليلا يستحق الشكر ولا يدري أنه أحمق وصدق نفسه نحن في شركتنا العظمى نتعامل مع العرب كورق الحمام ,Gaming,bullying
 متجر صغير وضحى بجزء من رزقه الله يرزقهم من واسع فضله عشان المقاطعه انت وش عذرك ,Gaming,Non-bullying
 بطولة ألعاب كانت بتصير في الإمارات اذا ما كنت غلطان المهم دولة عربية قامت ألغت البطولة عشان في بعض الشواذ عارضوا إقامة البطولة في دولة لا تسمح بالشذوذ و بعذر ان خطر عليهم الشواذ المشاركة في دولة مثل كذا ,Gaming,Non-bullying
" الكيمرز كائنات مخنثة، ولاءاتهم عجيبة ومواقفهم ظاهرها الاعجاب وباطنها خزي، يعني الي يشوف وسم يظن إنهم قاطعوها لفسادها وافسادها لكن لو ترجع للقصة من البداية تعرف أن يوبيسوفت منعت شيء خاص بالكيمرز كانت مخططة تسويه بدبي لأن المخانيث اعترضوا شلون تسووه عند العرب ",Gaming,bullying
 اسوء شركة تصنع العاب حرفيا ما عندها افكار شافت لعبة ناجحة راحت سوت مثلها بس اسواء ,Gaming,bullying
 عنصرين وتدعمون الشوا ذ وفوق كذا العابكم معفنة ومكررة وخالية من اي نوع من انواع الشغف وفقط مصنوعة لشفط فلوس السفهاء اللي يلعبون العابكم حسافة بس على تاريخ شركتكم ,Gaming,bullying
 شركة تدعم المحْانيتْ وتلغي بطولاتها عندنا عشانهم وذا مستانس انه مسويلهم شعار الله لا يوفقك لا انت ولا هم ,Gaming,bullying
" ما تستاهلون التعاون بالتوفيق لمهند فقط أما انتم، فبدون اعتذار على جميع حساباتكم الرسمية و إعادة إقامة البطولة لمحبيها دعمكم ماله قيمة ",Gaming,Non-bullying
 لا بالله جد ؟ هذي الشركة اساءت لك و لكل المسلمين و انت بكل بساطه تيجي و تتعاون معهم و فرحان ؟ ما اهتم لو عندك معارف فيها الشركة نفسها اهانتنا ولا شكلك نسيت ,Gaming,Non-bullying
" فعلًا المبادئ الموسمية للأسف سقطة كبيره بحق السلوم ونزّل من قيمة أعماله بهالتعاون الفاشل، يوبيسوفت الشرق الأوسط حتى تعليق ماعلقوا ومادافعوا ويجي يتعاون معاهم بكل بجاحه، وأعتقد أنه قد علق على موضوع والحين رجع لهم المقاطعة مستمرة للأبد، لاحد يتوقع بننسى ",Gaming,bullying
 طبعاً الله يوفق مهند في اي مجال يشتغل فيه لانه شخص يستحق ومبدع لكن شف التوجه الجديد لشركة تبي تحاول تلمع صورتها العفنه عندنا بالشرق الاوسط بعد الحركة الغبية الي سوتها بسحب البطوله في الإمارات بسبب فئات قذره لكن الشرهه على الي يعطونهم مجال انهم يتكسبون مننا ,Gaming,bullying
 للاسف كاعرب لا يستمعون لنا مهما حاولنا لان صوتنا و اعلامنا ضعيف عكس الفائة دي إلي اعلامها قوي الحين بس لازم نصمد علي امل يسمعونا ,Gaming,Non-bullying
 اتمنى من الكل يستمر في مقاطعتهم كلنا ندري ايش اهدافهم الملاعين لاحد يجي ويقول فرع الشرق الاوسط ماله داخل كل الفروع بنهاية ياخذون الاوامر من الشركة الام وكلنا ندري مين كان حطين مسؤل عندنا مالك وذي صورة ناشرها وبكل فخر الله يقلعهم ,Gaming,bullying
 حسبي الله ونعم الوكيل هذا اللي كنت خايفه منه ولي احاتيه ان راح ينتشر وزيادة خصوصاََ في الألعاب وبكل مكان انشوفه بلوك لهم عشان تحس بإنجاز وراحة وخلاص ,Gaming,Non-bullying
 كلامي واضح اذا شخص أو شركة تدعم الملونيين نقطع العلاقة فيهم لان ديننا مايسمح لنا اما تجي وتقولي والله هذا الشخص مبدع ويستاهل يتعاون مع يوبيسوفت لا هنا اقولك لا معليش كل اللي صار بهاشتاق كلة بس بربغندا وكلام بس لا يجيب ولا يؤخر ,Gaming,Non-bullying
 مستغرب كيف بعض الناس اللي تشوفهم كويسين للحين بشركة بكبرها شذوذ وقرف وكبيرهم مالك تفاحة هو اكبر شاذ بينهم الكذاب للأسف تعاون مو بمكانه وان شاء الله بتخسر هالشركة وتشوفون كيف الشاذ كبيرهم بيشوتكم بطرف اصبع رجله ,Gaming,bullying
 هاللعبة عادت للحياة بعد موتها و بعد انتظار طويل من البعض و لكن اللي عجبني في الموضوع إنّ محد مهتم لها لأنها من أفضل لعبة قراصنة موجودة فيعني يا لو توفروا لعبتكم أفضل لأن محد مهتم ,Gaming,Non-bullying
 خبثاء ومتلونين أمثال هؤلاء المفترض لا يتابعهم أحد ولا يترك لهم المجال بأن يكونوا واجهة لمجتمع اللاعبين العرب فهم يباعون ويشترون بالمال لا مبادئ ولا كرامة لديهم وسبب بأن هذه الشركات أصبحت تتمادى وتتطاول دون أي اعتبار ,Gaming,bullying
 شكرا لك مهند مجهودك ان شاء الله يرجع عليك بمردود كويس لكن للاسف التعاون في غير محله ,Gaming,Non-bullying
 مبدع ماقلنا شي لكن انت ما غردت ولا انتقدة هنا النقطة الفاصلة ولو انة ماتعرفة كان انتقدة وغردت وكلامك ايام هاشتاق قومت الدنيا ولا حد يتعاون معهم بينما خويك مهند تعاون معهم أصبح الوضع عادي وفي تناقض في كلامك بين ايام الهاشتاق والان اصبحت المادة اهم ,Gaming,Non-bullying
 يرددون على مقاطعة وفجأه تلقاهم يتعاونون معاهم بشي تافهه المبادئ ب١٠٠ فلس ,Gaming,Non-bullying
 قاعدين نلعب ضد السيرفرات الهبله والله,Gaming,bullying
 كيف تعرف انك حمار ؟,Gaming,bullying
 لا تطقطق ي غبي,Gaming,bullying
 الله ياخذ ام سبايدر مان يلعن ام الخياس حماسي ضاع متى يخلص ذا العرض الزبالة,Gaming,bullying
 كل شي مكشوف بس كلام فاضي لو الشي مالهم مصلحة يتكلمون ويسفلون ولما يكون لهم مصلحة من تحت لتحت يبدون يرقعون مشكلتنا مع الشركة مو مع الشخص او والله هو طلع وقطع علاقتنا كلة كلام فاضي وفارغ وخويهم ذا اللي تعاون مع محد هرج ساكتين ويعرفون بعض يقولك عادي خوينا ,Gaming,Non-bullying
 طيب ليش ماحد انتقدة انة من جماعة الملونيين وحتى لو انة انتهت علاقتة فينا والأخ اللي اسمة مهند السلوم ليش تعاون مع والمصيبة محد كلمة او انتقدة ,Gaming,Non-bullying
